,x,y,z,qx,qy,qz,qw,Bu,Bv,Bw,Bp,Bq,Br,Bdu,Bdv,Bdw,Bdp,Bdq,Bdr,Ux,Uy,Uz,Vx,Vy,Vz,pwm1,pwm2,pwm3,pwm4,pwm5,pwm6,pwm7,pwm8,u_pwm1,u_pwm2,u_pwm3,u_pwm4,u_pwm5,u_pwm6,u_pwm7,u_pwm8,pwm_virtual1,pwm_virtual2,pwm_virtual3,pwm_virtual4,pwm_virtual5,pwm_virtual6,pwm_virtual7,pwm_virtual8,u_pwm_virt1,u_pwm_virt2,u_pwm_virt3,u_pwm_virt4,u_pwm_virt5,u_pwm_virt6,u_pwm_virt7,u_pwm_virt8,thrust1,thrust2,thrust3,thrust4,thrust5,thrust6,thrust7,thrust8,Fx,Fy,Fz,Tx,Ty,Tz
0,-0.8924930095672607,-3.2176673412323,-2.0448756217956543,0.0445427659609628,-0.0221706358939771,-0.6853320292900218,0.7265290183701022,0.001262189505846087,0.0028136431257513284,-0.029710571793306734,-0.0003733556468950191,-0.0002242516339900945,-0.000965895852428796,0.0007737591534486747,0.0013849864113505451,-0.014856756060690141,-0.00014551404252560946,-0.00011492480475889358,-0.0005250972434026961,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.8915600776672363,-3.2181339263916016,-2.050301551818848,0.0445399836130586,-0.0221863400869478,-0.6857150550477403,0.7261672117729975,0.0020649605549878857,0.003957724869308368,-0.04212344047053947,-0.00018454638803544552,-0.0003944030128907663,-0.001478488636687838,0.0008027710491417988,0.0011440817435570392,-0.012412868677232732,0.0001888092588595736,-0.0001701513789006718,-0.0005125927842590419,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.8911604881286621,-3.218421697616577,-2.0528273582458496,0.044532470161671,-0.0222051535951924,-0.6858365932049395,0.7260523105645735,0.0026120859892789805,0.004457990725054621,-0.0482365757495189,-5.023972398979028e-05,-0.00042381962996641196,-0.001971186645067599,0.0005471254342910947,0.0005002658557462531,-0.0061131352789794355,0.00013430666404565524,-2.9416617075645672e-05,-0.000492698008379761,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.890287458896637,-3.2189345359802246,-2.058063745498657,0.0445211362399576,-0.0222399701890589,-0.6862270897515097,0.7256828738816056,0.0029017848262560776,0.00423040567079782,-0.04764276369068204,7.498156180509925e-05,-0.00038566929584918244,-0.0022940318100810185,0.00028969883697709713,-0.00022758505425680108,0.000593812058836865,0.00012522128579488953,3.815033411722952e-05,-0.0003228451650134196,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.8893769979476929,-3.219421863555908,-2.0634937286376958,0.0445076474351114,-0.0222971690117063,-0.6865174701361414,0.7254072433962371,0.0029256474260127567,0.0036443761986405384,-0.0436367312387037,0.0003214121564502051,-0.00025145965647442836,-0.002412168904073501,2.3862599756679145e-05,-0.0005860294721572812,0.004006032451978336,0.00024643059464510584,0.00013420963937475408,-0.00011813709399248256,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.8889697194099426,-3.219613790512085,-2.0660560131073,0.0445052662027351,-0.0223057888206178,-0.6866577212911562,0.7252743666065625,0.0028886312315199985,0.003288064810924503,-0.04175551107597981,0.0002787926091877821,-0.0002041726014316977,-0.002655789410476495,-3.701619449275823e-05,-0.0003563113877160353,0.0018812201627238928,-4.2619547262422966e-05,4.728705504273065e-05,-0.0002436205064029937,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.8883656859397888,-3.219869613647461,-2.070021629333496,0.0444700088171681,-0.0223443775905445,-0.6869685014042328,0.7249809826363134,0.0029933198468160374,0.00344144113675652,-0.04483578516334012,0.00015866609761463964,-0.0002934823457132683,-0.0030298526968916455,0.00010468861529603886,0.00015337632583201696,-0.0030802740873603143,-0.00012012651157314248,-8.93097442815706e-05,-0.0003740632864151507,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.8879714608192444,-3.2200403213500977,-2.0725879669189453,0.0444541379092698,-0.0223778337601084,-0.6872867861638344,0.7246791950536019,0.0029544831937081645,0.00326428241344564,-0.043820988827491504,0.00017235358485824263,-0.00034201587503845504,-0.0031957137188876523,-3.88366531078729e-05,-0.00017715872331088012,0.0010147963358486181,1.3687487243602988e-05,-4.853352932518673e-05,-0.0001658610219960068,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.8871420621871948,-3.220411539077759,-2.077719211578369,0.0444281495326878,-0.0224216213415554,-0.6877677659596917,0.724222970177232,0.0028497498332401695,0.003369070639831811,-0.04392469173008465,0.0002860779636683406,-0.0005508734368555051,-0.0036295312493027556,-0.00010473336046799495,0.00010478822638617085,-0.00010370290259314324,0.00011372437881009795,-0.00020885756181705009,-0.0004338175304151033,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.8866438865661621,-3.220614194869995,-2.08060884475708,0.0444120527352493,-0.0224298962202888,-0.6879310993102501,0.7240685547164573,0.0029137455394212075,0.0035946139235883637,-0.04409857367060207,0.0003003473532495689,-0.0005677574654173822,-0.003932316629766717,6.399570618103798e-05,0.0002255432837565529,-0.00017388194051742162,1.4269389581228302e-05,-1.6884028561877035e-05,-0.0003027853804639614,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1499.0,1499.0,1500.0,0.0,0.0,0.0,0.0,0.0,-0.0025,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
