,x,y,z,qx,qy,qz,qw,Bu,Bv,Bw,Bp,Bq,Br,Bdu,Bdv,Bdw,Bdp,Bdq,Bdr,Ux,Uy,Uz,Vx,Vy,Vz,pwm1,pwm2,pwm3,pwm4,pwm5,pwm6,pwm7,pwm8,u_pwm1,u_pwm2,u_pwm3,u_pwm4,u_pwm5,u_pwm6,u_pwm7,u_pwm8,pwm_virtual1,pwm_virtual2,pwm_virtual3,pwm_virtual4,pwm_virtual5,pwm_virtual6,pwm_virtual7,pwm_virtual8,u_pwm_virt1,u_pwm_virt2,u_pwm_virt3,u_pwm_virt4,u_pwm_virt5,u_pwm_virt6,u_pwm_virt7,u_pwm_virt8,thrust1,thrust2,thrust3,thrust4,thrust5,thrust6,thrust7,thrust8,Fx,Fy,Fz,Tx,Ty,Tz
0,-11.558857917785645,-0.5645222067832947,-2.3093841075897217,0.0125740695617584,-0.0284061829026993,-0.99412355897752,0.1036982691920336,0.03464451417673573,0.04395427633879953,0.26188586091655736,-0.04139534083348333,-0.011921766422216868,0.04435929276624272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14191749793091438,-8.265626755239983e-19,8.613973321411253e-19,0.0,1500.0,1500.0,1500.0,1500.0,1622.0,1378.0,1378.0,1622.0,0.0,0.0,0.0,0.0,0.305,-0.305,-0.305,0.305,1500.0,1500.0,1500.0,1500.0,1378.0,1378.0,1378.0,1378.0,0.0,0.0,0.0,0.0,-0.305,-0.305,-0.305,-0.305,0.0,0.0,0.0,0.0,-6.038455917081,-6.038455917081,-6.038455917081,-6.038455917081,0.0,0.0,24.153823668324,-3.066777226640016e-17,1.7592789815696895e-17,0.0
1,-11.561195373535156,-0.5649555325508118,-2.292199850082397,0.0116991273756414,-0.0265126394342814,-0.99396120519193,0.1058363498155635,0.03432766252788518,0.041782443353079506,0.26729919890812676,-0.04117374263799872,-0.01007134615542351,0.04522364300311459,-0.0003168516488505496,-0.002171832985720025,0.0054133379915694,0.00022159819548460413,0.0018504202667933584,0.0008643502368718761,0.0,0.0,0.14191749793091438,-8.265626755239983e-19,8.613973321411253e-19,0.0,1500.0,1500.0,1500.0,1500.0,1622.0,1378.0,1378.0,1622.0,0.0,0.0,0.0,0.0,0.305,-0.305,-0.305,0.305,1500.0,1500.0,1500.0,1500.0,1378.0,1378.0,1378.0,1378.0,0.0,0.0,0.0,0.0,-0.305,-0.305,-0.305,-0.305,0.0,0.0,0.0,0.0,-6.038455917081,-6.038455917081,-6.038455917081,-6.038455917081,0.0,0.0,24.153823668324,-3.066777226640016e-17,1.7592789815696895e-17,0.0
2,-11.562922477722168,-0.563900887966156,-2.2748777866363525,0.0113350556511486,-0.025630885016991,-0.993873932477253,0.1069073458132419,0.03302417661390444,0.0373378673683005,0.27081128783894015,-0.04253501030712759,-0.008609632918520795,0.04511239357390263,-0.0013034859139807453,-0.0044445759847790076,0.003512088930813395,-0.0013612676691288697,0.0014617132369027144,-0.00011124942921196534,0.0,0.0,0.14191749793091438,-8.265626755239983e-19,8.613973321411253e-19,0.0,1500.0,1500.0,1500.0,1500.0,1622.0,1378.0,1378.0,1622.0,0.0,0.0,0.0,0.0,0.305,-0.305,-0.305,0.305,1500.0,1500.0,1500.0,1500.0,1378.0,1378.0,1378.0,1378.0,0.0,0.0,0.0,0.0,-0.305,-0.305,-0.305,-0.305,0.0,0.0,0.0,0.0,-6.038455917081,-6.038455917081,-6.038455917081,-6.038455917081,0.0,0.0,24.153823668324,-3.066777226640016e-17,1.7592789815696895e-17,0.0
3,-11.565987586975098,-0.5603094696998596,-2.229412317276001,0.010356876063043,-0.0229337876666486,-0.993601843612058,0.1101006488273141,0.030627149924772386,0.03083963787746389,0.26612736208927273,-0.04101719427273823,-0.008655962396100047,0.043741766795888724,-0.00239702668913205,-0.006498229490836609,-0.004683925749667417,0.0015178160343893646,-4.6329477579251654e-05,-0.001370626778013903,0.0,0.0,0.08833906869364468,-1.8717516317131683e-19,1.3570973801616795e-18,0.0,1500.0,1500.0,1500.0,1500.0,1592.0,1408.0,1408.0,1592.0,0.0,0.0,0.0,0.0,0.23,-0.23,-0.23,0.23,1500.0,1500.0,1500.0,1500.0,1408.0,1408.0,1408.0,1408.0,0.0,0.0,0.0,0.0,-0.23,-0.23,-0.23,-0.23,0.0,0.0,0.0,0.0,-3.758744198846,-3.758744198846,-3.758744198846,-3.758744198846,0.0,0.0,15.034976795384,-6.944718710441666e-18,2.7716743572065993e-17,0.0
4,-11.567509651184082,-0.5567089915275574,-2.192563056945801,0.0095641438404434,-0.0212308290808471,-0.9934213025970224,0.1121244602911184,0.027740995210173525,0.023504469605766572,0.2511848718381498,-0.035183358898370515,-0.009512324269705599,0.04157435758881782,-0.002886154714598861,-0.007335168271697317,-0.01494249025112293,0.005833835374367713,-0.0008563618736055524,-0.002167409207070904,0.0,0.0,0.03449928126497366,2.4893623340416403e-19,-1.5610262390929888e-19,0.0,1500.0,1500.0,1500.0,1500.0,1558.0,1442.0,1442.0,1558.0,0.0,0.0,0.0,0.0,0.145,-0.145,-0.145,0.145,1500.0,1500.0,1500.0,1500.0,1442.0,1442.0,1442.0,1442.0,0.0,0.0,0.0,0.0,-0.145,-0.145,-0.145,-0.145,0.0,0.0,0.0,0.0,-1.467911935644,-1.467911935644,-1.467911935644,-1.467911935644,0.0,0.0,5.871647742576,9.23622604910701e-18,-3.1881694424207297e-18,0.0
5,-11.56809902191162,-0.5551347136497498,-2.178292989730835,0.0088534894936693,-0.0196528077546847,-0.9932692353551676,0.1138051359478292,0.02471538961947986,0.016221734488778727,0.2280700226262523,-0.025075580705500963,-0.008254534740940442,0.039174831434312926,-0.0030256055906936648,-0.007282735116987845,-0.023114849211897492,0.010107778192869551,0.0012577895287651571,-0.002399526154504894,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-11.568747520446776,-0.5533747673034668,-2.163740873336792,0.0085785070206127,-0.019088597869633,-0.9931890363902136,0.1146192507519892,0.021908332451310394,0.009576862925194512,0.2028757597660084,-0.0136527112165662,-0.004035510888706186,0.036861845491622795,-0.002807057168169466,-0.006644871563584216,-0.0251942628602439,0.011422869488934763,0.004219023852234256,-0.002312985942690131,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-11.569971084594728,-0.5492838025093079,-2.1363718509674072,0.0082848438433176,-0.0185766690218739,-0.9929369893265896,0.1168862864393901,0.019424353019264533,0.003889782500027556,0.1821644957067579,-0.0012916653678063075,0.004385182254798764,0.035093332565882235,-0.0024839794320458616,-0.005687080425166956,-0.0207112640592505,0.012361045848759893,0.008420693143504951,-0.0017685129257405605,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-11.57083797454834,-0.5465416312217712,-2.1177515983581543,0.0088592445201231,-0.0187500056725092,-0.9927454716726698,0.118433017132984,0.016814071941517534,-0.000835101255648758,0.1691871057929324,0.01067397154218765,0.015640364794821723,0.03297978119309783,-0.002610281077746999,-0.004724883755676314,-0.012977389913825521,0.011965636909993957,0.01125518254002296,-0.0021135513727844057,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-11.57194709777832,-0.54289710521698,-2.091775894165039,0.0100733501840829,-0.0192864067330989,-0.9925551512684488,0.1198366964742476,0.014167785366460116,-0.00483159151372056,0.16244551724476208,0.018577978330592708,0.027066702801831953,0.03025135745213357,-0.0026462865750574178,-0.003996490258071802,-0.0067415885481703075,0.007904006788405058,0.01142633800701023,-0.0027284237409642594,0.0,0.0,0.018687110685194065,-2.536586229971056e-19,9.890923883922846e-20,0.0,1500.0,1500.0,1500.0,1500.0,1545.0,1455.0,1455.0,1545.0,0.0,0.0,0.0,0.0,0.1125,-0.1125,-0.1125,0.1125,1500.0,1500.0,1500.0,1500.0,1455.0,1455.0,1455.0,1455.0,0.0,0.0,0.0,0.0,-0.1125,-0.1125,-0.1125,-0.1125,0.0,0.0,0.0,0.0,-0.7951189651405,-0.7951189651405,-0.7951189651405,-0.7951189651405,0.0,0.0,3.180475860562,-9.411439826450318e-18,2.0200775934653416e-18,0.0
